geneSymbol,diseaseId,diseaseName
PPARG,C0085413,"Polycystic Kidney, Autosomal Dominant"
GANAB,C0085413,"Polycystic Kidney, Autosomal Dominant"
BRD4,C0085413,"Polycystic Kidney, Autosomal Dominant"
ALG9,C0085413,"Polycystic Kidney, Autosomal Dominant"
BICC1,C0085413,"Polycystic Kidney, Autosomal Dominant"
ANKS6,C0085413,"Polycystic Kidney, Autosomal Dominant"
MYC,C0887850,"Polycystic Kidney, Type 1 Autosomal Dominant Disease"
PKD1,C0887850,"Polycystic Kidney, Type 1 Autosomal Dominant Disease"
PKD2,C0887850,"Polycystic Kidney, Type 1 Autosomal Dominant Disease"
PPARG,C0887850,"Polycystic Kidney, Type 1 Autosomal Dominant Disease"
PRKCSH,C0887850,"Polycystic Kidney, Type 1 Autosomal Dominant Disease"
GANAB,C0887850,"Polycystic Kidney, Type 1 Autosomal Dominant Disease"
BRD4,C0887850,"Polycystic Kidney, Type 1 Autosomal Dominant Disease"
ANKS6,C0887850,"Polycystic Kidney, Type 1 Autosomal Dominant Disease"
PKD1,C1838327,"Polycystic kidneys, severe infantile with tuberous sclerosis"
TSC2,C1838327,"Polycystic kidneys, severe infantile with tuberous sclerosis"
TYROBP,C1857316,POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA WITH SCLEROSING LEUKOENCEPHALOPATHY
TREM2,C1857316,POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA WITH SCLEROSING LEUKOENCEPHALOPATHY
TYROBP,C4721893,POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA WITH SCLEROSING LEUKOENCEPHALOPATHY 1
TREM2,C4721893,POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA WITH SCLEROSING LEUKOENCEPHALOPATHY 1
TREM2,C4748657,POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA WITH SCLEROSING LEUKOENCEPHALOPATHY 2
LRP5,C0158683,Polycystic liver disease
PRKCSH,C0158683,Polycystic liver disease
SEC63,C0158683,Polycystic liver disease
ALG8,C0158683,Polycystic liver disease
ALG9,C0158683,Polycystic liver disease
SEC63,C4310769,POLYCYSTIC LIVER DISEASE 2 WITH OR WITHOUT KIDNEY CYSTS
ALG8,C4693472,POLYCYSTIC LIVER DISEASE 3 WITH OR WITHOUT KIDNEY CYSTS
LRP5,C4693479,POLYCYSTIC LIVER DISEASE 4 WITH OR WITHOUT KIDNEY CYSTS
ADARB1,C0032460,Polycystic Ovary Syndrome
ATF1,C0032460,Polycystic Ovary Syndrome
AZGP1,C0032460,Polycystic Ovary Syndrome
BAX,C0032460,Polycystic Ovary Syndrome
BCL2,C0032460,Polycystic Ovary Syndrome
CAMK2D,C0032460,Polycystic Ovary Syndrome
RUNX3,C0032460,Polycystic Ovary Syndrome
CCNB1,C0032460,Polycystic Ovary Syndrome
CDC6,C0032460,Polycystic Ovary Syndrome
CDH15,C0032460,Polycystic Ovary Syndrome
CKS2,C0032460,Polycystic Ovary Syndrome
CLDN4,C0032460,Polycystic Ovary Syndrome
CYP19A1,C0032460,Polycystic Ovary Syndrome
AKR1C1,C0032460,Polycystic Ovary Syndrome
AKR1C2,C0032460,Polycystic Ovary Syndrome
DLG4,C0032460,Polycystic Ovary Syndrome
DMD,C0032460,Polycystic Ovary Syndrome
ELAVL3,C0032460,Polycystic Ovary Syndrome
FLT4,C0032460,Polycystic Ovary Syndrome
FSHR,C0032460,Polycystic Ovary Syndrome
FUT7,C0032460,Polycystic Ovary Syndrome
GAB1,C0032460,Polycystic Ovary Syndrome
GDF9,C0032460,Polycystic Ovary Syndrome
GNAS,C0032460,Polycystic Ovary Syndrome
GP1BB,C0032460,Polycystic Ovary Syndrome
HELLS,C0032460,Polycystic Ovary Syndrome
NRG1,C0032460,Polycystic Ovary Syndrome
HMMR,C0032460,Polycystic Ovary Syndrome
HSD3B1,C0032460,Polycystic Ovary Syndrome
HSD3B2,C0032460,Polycystic Ovary Syndrome
IGHG1,C0032460,Polycystic Ovary Syndrome
INS,C0032460,Polycystic Ovary Syndrome
KRT3,C0032460,Polycystic Ovary Syndrome
LEP,C0032460,Polycystic Ovary Syndrome
LHB,C0032460,Polycystic Ovary Syndrome
LIF,C0032460,Polycystic Ovary Syndrome
LIFR,C0032460,Polycystic Ovary Syndrome
LMNA,C0032460,Polycystic Ovary Syndrome
LTK,C0032460,Polycystic Ovary Syndrome
MAD2L1,C0032460,Polycystic Ovary Syndrome
MTNR1B,C0032460,Polycystic Ovary Syndrome
MYBL1,C0032460,Polycystic Ovary Syndrome
TONSL,C0032460,Polycystic Ovary Syndrome
PDE3B,C0032460,Polycystic Ovary Syndrome
PTAFR,C0032460,Polycystic Ovary Syndrome
PTGER3,C0032460,Polycystic Ovary Syndrome
RAB2A,C0032460,Polycystic Ovary Syndrome
RBP4,C0032460,Polycystic Ovary Syndrome
RP2,C0032460,Polycystic Ovary Syndrome
RPL37A,C0032460,Polycystic Ovary Syndrome
RRM2,C0032460,Polycystic Ovary Syndrome
S100P,C0032460,Polycystic Ovary Syndrome
SCNN1A,C0032460,Polycystic Ovary Syndrome
SCT,C0032460,Polycystic Ovary Syndrome
SFTPC,C0032460,Polycystic Ovary Syndrome
SOX15,C0032460,Polycystic Ovary Syndrome
SRD5A1,C0032460,Polycystic Ovary Syndrome
STAR,C0032460,Polycystic Ovary Syndrome
TBX1,C0032460,Polycystic Ovary Syndrome
TCF15,C0032460,Polycystic Ovary Syndrome
TFRC,C0032460,Polycystic Ovary Syndrome
TMF1,C0032460,Polycystic Ovary Syndrome
TOP2A,C0032460,Polycystic Ovary Syndrome
TTK,C0032460,Polycystic Ovary Syndrome
UBE2H,C0032460,Polycystic Ovary Syndrome
ZNF205,C0032460,Polycystic Ovary Syndrome
TEAD2,C0032460,Polycystic Ovary Syndrome
PDLIM4,C0032460,Polycystic Ovary Syndrome
AKR1C3,C0032460,Polycystic Ovary Syndrome
FGF18,C0032460,Polycystic Ovary Syndrome
CCNE2,C0032460,Polycystic Ovary Syndrome
HACD1,C0032460,Polycystic Ovary Syndrome
ZMYM5,C0032460,Polycystic Ovary Syndrome
BMP15,C0032460,Polycystic Ovary Syndrome
ABCB6,C0032460,Polycystic Ovary Syndrome
TAB1,C0032460,Polycystic Ovary Syndrome
SRSF10,C0032460,Polycystic Ovary Syndrome
ADAMTS7,C0032460,Polycystic Ovary Syndrome
MAPRE3,C0032460,Polycystic Ovary Syndrome
TNRC6B,C0032460,Polycystic Ovary Syndrome
MAPK8IP3,C0032460,Polycystic Ovary Syndrome
LSM5,C0032460,Polycystic Ovary Syndrome
TMEFF2,C0032460,Polycystic Ovary Syndrome
PRKD2,C0032460,Polycystic Ovary Syndrome
RACGAP1,C0032460,Polycystic Ovary Syndrome
NOP53,C0032460,Polycystic Ovary Syndrome
TNPO2,C0032460,Polycystic Ovary Syndrome
FOXP3,C0032460,Polycystic Ovary Syndrome
ISYNA1,C0032460,Polycystic Ovary Syndrome
BCL11A,C0032460,Polycystic Ovary Syndrome
ERRFI1,C0032460,Polycystic Ovary Syndrome
ANLN,C0032460,Polycystic Ovary Syndrome
LPCAT2,C0032460,Polycystic Ovary Syndrome
CEP55,C0032460,Polycystic Ovary Syndrome
TRPV6,C0032460,Polycystic Ovary Syndrome
IQCC,C0032460,Polycystic Ovary Syndrome
CMTR2,C0032460,Polycystic Ovary Syndrome
PBK,C0032460,Polycystic Ovary Syndrome
EMSY,C0032460,Polycystic Ovary Syndrome
PNPLA2,C0032460,Polycystic Ovary Syndrome
PLEKHG5,C0032460,Polycystic Ovary Syndrome
REXO1,C0032460,Polycystic Ovary Syndrome
ARHGAP23,C0032460,Polycystic Ovary Syndrome
SPTBN4,C0032460,Polycystic Ovary Syndrome
DDX54,C0032460,Polycystic Ovary Syndrome
SAP30L,C0032460,Polycystic Ovary Syndrome
MANEA,C0032460,Polycystic Ovary Syndrome
MORN1,C0032460,Polycystic Ovary Syndrome
BBOF1,C0032460,Polycystic Ovary Syndrome
ZNF430,C0032460,Polycystic Ovary Syndrome
HOOK3,C0032460,Polycystic Ovary Syndrome
THAP3,C0032460,Polycystic Ovary Syndrome
CARMIL3,C0032460,Polycystic Ovary Syndrome
RASL10B,C0032460,Polycystic Ovary Syndrome
FBXO44,C0032460,Polycystic Ovary Syndrome
CGB5,C0032460,Polycystic Ovary Syndrome
LARP4,C0032460,Polycystic Ovary Syndrome
RHPN1,C0032460,Polycystic Ovary Syndrome
CNTROB,C0032460,Polycystic Ovary Syndrome
JSRP1,C0032460,Polycystic Ovary Syndrome
DCBLD2,C0032460,Polycystic Ovary Syndrome
C12orf66,C0032460,Polycystic Ovary Syndrome
IL34,C0032460,Polycystic Ovary Syndrome
MGAT5B,C0032460,Polycystic Ovary Syndrome
DACT3,C0032460,Polycystic Ovary Syndrome
LRATD1,C0032460,Polycystic Ovary Syndrome
LINC00475,C0032460,Polycystic Ovary Syndrome
TTLL9,C0032460,Polycystic Ovary Syndrome
PWWP2B,C0032460,Polycystic Ovary Syndrome
PTCRA,C0032460,Polycystic Ovary Syndrome
TMEM151A,C0032460,Polycystic Ovary Syndrome
NPB,C0032460,Polycystic Ovary Syndrome
ARHGAP30,C0032460,Polycystic Ovary Syndrome
ASPM,C0032460,Polycystic Ovary Syndrome
S100A7A,C0032460,Polycystic Ovary Syndrome
ADGRD2,C0032460,Polycystic Ovary Syndrome
NMNAT3,C0032460,Polycystic Ovary Syndrome
ZSWIM9,C0032460,Polycystic Ovary Syndrome
SPATA21,C0032460,Polycystic Ovary Syndrome
MALAT1,C0032460,Polycystic Ovary Syndrome
BLOC1S3,C0032460,Polycystic Ovary Syndrome
ODF3B,C0032460,Polycystic Ovary Syndrome
TMEM151B,C0032460,Polycystic Ovary Syndrome
DUX4L5,C0032460,Polycystic Ovary Syndrome
EPOR,C0032461,Polycythemia
GH1,C0032461,Polycythemia
HBA1,C0032461,Polycythemia
HBB,C0032461,Polycythemia
JAK2,C0032461,Polycythemia
VHL,C0032461,Polycythemia
EGLN1,C0032461,Polycythemia
SLC30A10,C0032461,Polycythemia
HBA1,C0032463,Polycythemia Vera
HBB,C0032463,Polycythemia Vera
IFNA2,C0032463,Polycythemia Vera
JAK1,C0032463,Polycythemia Vera
JAK2,C0032463,Polycythemia Vera
MPL,C0032463,Polycythemia Vera
SH2B3,C0032463,Polycythemia Vera
TET2,C0032463,Polycythemia Vera
ALX3,C0152427,Polydactyly
BBS1,C0152427,Polydactyly
BBS2,C0152427,Polydactyly
BBS4,C0152427,Polydactyly
BMP4,C0152427,Polydactyly
CCND2,C0152427,Polydactyly
CENPF,C0152427,Polydactyly
MEGF8,C0152427,Polydactyly
EVC,C0152427,Polydactyly
FGF10,C0152427,Polydactyly
FGFR1,C0152427,Polydactyly
FGFR3,C0152427,Polydactyly
FGFR2,C0152427,Polydactyly
GPC3,C0152427,Polydactyly
GLI2,C0152427,Polydactyly
GLI3,C0152427,Polydactyly
HNRNPK,C0152427,Polydactyly
HOXA13,C0152427,Polydactyly
HOXD13,C0152427,Polydactyly
LBR,C0152427,Polydactyly
LRP4,C0152427,Polydactyly
NEK1,C0152427,Polydactyly
PDE6D,C0152427,Polydactyly
PIK3CA,C0152427,Polydactyly
PIK3R2,C0152427,Polydactyly
PITX1,C0152427,Polydactyly
PTEN,C0152427,Polydactyly
SALL1,C0152427,Polydactyly
SC5D,C0152427,Polydactyly
SHH,C0152427,Polydactyly
SMO,C0152427,Polydactyly
TBX5,C0152427,Polydactyly
TBX3,C0152427,Polydactyly
TFAP2A,C0152427,Polydactyly
TFAP2B,C0152427,Polydactyly
TWIST1,C0152427,Polydactyly
WNT7A,C0152427,Polydactyly
ZNF141,C0152427,Polydactyly
ALMS1,C0152427,Polydactyly
IFT88,C0152427,Polydactyly
MKKS,C0152427,Polydactyly
GDF5,C0152427,Polydactyly
USP9X,C0152427,Polydactyly
RBM10,C0152427,Polydactyly
OFD1,C0152427,Polydactyly
PROM1,C0152427,Polydactyly
IFT140,C0152427,Polydactyly
KIAA0586,C0152427,Polydactyly
AKT3,C0152427,Polydactyly
CD96,C0152427,Polydactyly
SPINT2,C0152427,Polydactyly
EBP,C0152427,Polydactyly
PNPLA6,C0152427,Polydactyly
IFT27,C0152427,Polydactyly
KIF3A,C0152427,Polydactyly
CILK1,C0152427,Polydactyly
CEP164,C0152427,Polydactyly
TRIM32,C0152427,Polydactyly
RPGRIP1L,C0152427,Polydactyly
GRIP1,C0152427,Polydactyly
ARMC8,C0152427,Polydactyly
C2CD3,C0152427,Polydactyly
TCTN3,C0152427,Polydactyly
TRAF3IP1,C0152427,Polydactyly
IFT172,C0152427,Polydactyly
NPHP3,C0152427,Polydactyly
B9D1,C0152427,Polydactyly
BBS9,C0152427,Polydactyly
TBX22,C0152427,Polydactyly
IFT52,C0152427,Polydactyly
TMEM216,C0152427,Polydactyly
MBTPS2,C0152427,Polydactyly
TMEM138,C0152427,Polydactyly
DYNC2LI1,C0152427,Polydactyly
RAB23,C0152427,Polydactyly
LZTFL1,C0152427,Polydactyly
AHI1,C0152427,Polydactyly
MKS1,C0152427,Polydactyly
WDR60,C0152427,Polydactyly
BBS7,C0152427,Polydactyly
INPP5E,C0152427,Polydactyly
SALL4,C0152427,Polydactyly
CC2D2A,C0152427,Polydactyly
IFT80,C0152427,Polydactyly
ALX4,C0152427,Polydactyly
SMOC1,C0152427,Polydactyly
LMBR1,C0152427,Polydactyly
PORCN,C0152427,Polydactyly
TMEM237,C0152427,Polydactyly
CPLANE1,C0152427,Polydactyly
TMEM231,C0152427,Polydactyly
DYNC2H1,C0152427,Polydactyly
BBS10,C0152427,Polydactyly
TTC21B,C0152427,Polydactyly
CSPP1,C0152427,Polydactyly
TCTN2,C0152427,Polydactyly
FRAS1,C0152427,Polydactyly
CEP290,C0152427,Polydactyly
B9D2,C0152427,Polydactyly
DDX59,C0152427,Polydactyly
ARL6,C0152427,Polydactyly
UBE3B,C0152427,Polydactyly
TMEM67,C0152427,Polydactyly
CEP41,C0152427,Polydactyly
IFT43,C0152427,Polydactyly
TTC8,C0152427,Polydactyly
BBS5,C0152427,Polydactyly
EVC2,C0152427,Polydactyly
MIPOL1,C0152427,Polydactyly
CKAP2L,C0152427,Polydactyly
CEP120,C0152427,Polydactyly
BBS12,C0152427,Polydactyly
HYLS1,C0152427,Polydactyly
TCTEX1D2,C0152427,Polydactyly
FREM2,C0152427,Polydactyly
KIF7,C0152427,Polydactyly
BHLHA9,C0152427,Polydactyly
GLI1,C1395852,Polydactyly preaxial type 1
CCND2,C0220697,"POLYDACTYLY, POSTAXIAL"
GLI3,C0220697,"POLYDACTYLY, POSTAXIAL"
TCTN2,C0220697,"POLYDACTYLY, POSTAXIAL"
FAM92A,C0220697,"POLYDACTYLY, POSTAXIAL"
CCND2,C4282400,"Polydactyly, Postaxial, Type A1"
GLI3,C4282400,"Polydactyly, Postaxial, Type A1"
FAM92A,C4282400,"Polydactyly, Postaxial, Type A1"
ZNF141,C3808889,"POLYDACTYLY, POSTAXIAL, TYPE A6"
IQCE,C4539976,"POLYDACTYLY, POSTAXIAL, TYPE A7"
GLI1,C4748277,"POLYDACTYLY, POSTAXIAL, TYPE A8"
GLI3,C1868111,"Polydactyly, preaxial 4"
SHH,C1868114,"POLYDACTYLY, PREAXIAL II (disorder)"
LMBR1,C1868114,"POLYDACTYLY, PREAXIAL II (disorder)"
LEP,C0085602,Polydipsia
DMXL2,C4015261,POLYENDOCRINE-POLYNEUROPATHY SYNDROME
AIRE,C0085409,"Polyendocrinopathies, Autoimmune"
AIRE,C1855868,"Polyglandular Deficiency Syndrome, Persian-Jewish Type"
AIRE,C0085859,Polyglandular Type I Autoimmune Syndrome
AIRE,C1535942,Polyglandular Type III Autoimmune Syndrome
GBE1,C1849722,"Polyglucosan Body Disease, Adult Form"
RBCK1,C4014605,POLYGLUCOSAN BODY MYOPATHY 1 WITH OR WITHOUT IMMUNODEFICIENCY
RNF31,C4014605,POLYGLUCOSAN BODY MYOPATHY 1 WITH OR WITHOUT IMMUNODEFICIENCY
GYG1,C4015452,POLYGLUCOSAN BODY MYOPATHY 2
RBCK1,C4751567,Polyglucosan body myopathy type 1
IGF2,C0020224,Polyhydramnios
STRADA,C1970203,"Polyhydramnios, Megalencephaly, And Symptomatic Epilepsy"
MN1,C0266464,Polymicrogyria
ADGRG1,C0266464,Polymicrogyria
TUBA8,C2750798,Polymicrogyria With Optic Nerve Hypoplasia
ADGRG1,C1847352,"POLYMICROGYRIA, BILATERAL FRONTOPARIETAL"
FIG4,C2675191,"Polymicrogyria, Bilateral Occipital"
ADGRG1,C3810405,"POLYMICROGYRIA, BILATERAL PERISYLVIAN, AUTOSOMAL RECESSIVE"
FIG4,C4013648,"POLYMICROGYRIA, BILATERAL TEMPOROOCCIPITAL"
PI4KA,C4225295,"POLYMICROGYRIA, PERISYLVIAN, WITH CEREBELLAR HYPOPLASIA AND ARTHROGRYPOSIS"
COL8A2,C0339284,Polymorphous corneal dystrophy
ZEB1,C0339284,Polymorphous corneal dystrophy
VSX1,C0339284,Polymorphous corneal dystrophy
OVOL2,C0339284,Polymorphous corneal dystrophy
GRHL2,C0339284,Polymorphous corneal dystrophy
MECP2,C0751355,Polymyoclonus
CYP27B1,C0085655,Polymyositis
IL1A,C0085655,Polymyositis
IL1B,C0085655,Polymyositis
IL6,C0085655,Polymyositis
TNF,C0085655,Polymyositis
CYP27B1,C0263984,Polymyositis Ossificans
IL1A,C0263984,Polymyositis Ossificans
IL1B,C0263984,Polymyositis Ossificans
IL6,C0263984,Polymyositis Ossificans
TNF,C0263984,Polymyositis Ossificans
CYP27B1,C0554591,"Polymyositis, Idiopathic"
IL1A,C0554591,"Polymyositis, Idiopathic"
IL1B,C0554591,"Polymyositis, Idiopathic"
IL6,C0554591,"Polymyositis, Idiopathic"
TNF,C0554591,"Polymyositis, Idiopathic"
DNAH9,C4317124,Polynesian Bronchiectasis
FOXJ1,C4317124,Polynesian Bronchiectasis
GAS8,C4317124,Polynesian Bronchiectasis
RPGR,C4317124,Polynesian Bronchiectasis
SPAG1,C4317124,Polynesian Bronchiectasis
OFD1,C4317124,Polynesian Bronchiectasis
CCNO,C4317124,Polynesian Bronchiectasis
LRRC6,C4317124,Polynesian Bronchiectasis
DNAH1,C4317124,Polynesian Bronchiectasis
DNAI1,C4317124,Polynesian Bronchiectasis
STK36,C4317124,Polynesian Bronchiectasis
ZMYND10,C4317124,Polynesian Bronchiectasis
HYDIN,C4317124,Polynesian Bronchiectasis
DNAAF5,C4317124,Polynesian Bronchiectasis
CCDC40,C4317124,Polynesian Bronchiectasis
ARMC4,C4317124,Polynesian Bronchiectasis
CFAP298,C4317124,Polynesian Bronchiectasis
SPEF2,C4317124,Polynesian Bronchiectasis
TTC25,C4317124,Polynesian Bronchiectasis
RSPH3,C4317124,Polynesian Bronchiectasis
CFAP300,C4317124,Polynesian Bronchiectasis
CCDC65,C4317124,Polynesian Bronchiectasis
RSPH1,C4317124,Polynesian Bronchiectasis
DRC1,C4317124,Polynesian Bronchiectasis
CCDC114,C4317124,Polynesian Bronchiectasis
LRRC56,C4317124,Polynesian Bronchiectasis
CCDC151,C4317124,Polynesian Bronchiectasis
PIH1D3,C4317124,Polynesian Bronchiectasis
DNAAF4,C4317124,Polynesian Bronchiectasis
CFAP221,C4317124,Polynesian Bronchiectasis
GAS2L2,C4317124,Polynesian Bronchiectasis
MCIDAS,C4317124,Polynesian Bronchiectasis
DNAAF3,C4317124,Polynesian Bronchiectasis
DNAJB13,C4317124,Polynesian Bronchiectasis
CCDC103,C4317124,Polynesian Bronchiectasis
EPO,C0152025,Polyneuropathy
SCP2,C0152025,Polyneuropathy
PNPLA6,C0152025,Polyneuropathy
NMNAT2,C0152025,Polyneuropathy
EPO,C0393851,"Polyneuropathy, Critical Illness"
SCP2,C0393851,"Polyneuropathy, Critical Illness"
PNPLA6,C0393851,"Polyneuropathy, Critical Illness"
EPO,C0751448,"Polyneuropathy, Familial"
SCP2,C0751448,"Polyneuropathy, Familial"
PNPLA6,C0751448,"Polyneuropathy, Familial"
ABHD12,C2675204,"Polyneuropathy, Hearing Loss, Ataxia, Retinitis Pigmentosa, And Cataract"
EPO,C0271683,"Polyneuropathy, Motor"
SCP2,C0271683,"Polyneuropathy, Motor"
PNPLA6,C0271683,"Polyneuropathy, Motor"
HGF,C0949804,Polyomavirus Infections
IFNA2,C0949804,Polyomavirus Infections
IL15,C0949804,Polyomavirus Infections
IL18,C0949804,Polyomavirus Infections
CCL4,C0949804,Polyomavirus Infections
CCL11,C0949804,Polyomavirus Infections
GPR179,C0949804,Polyomavirus Infections
GNAS,C0016065,Polyostotic fibrous dysplasia
CHEK1,C0032578,Polyploidy
H2AX,C0032578,Polyploidy
TP53,C0032578,Polyploidy
FZR1,C0032578,Polyploidy
BMPR1A,C1832587,"POLYPOSIS SYNDROME, HEREDITARY MIXED, 1"
GREM1,C1832587,"POLYPOSIS SYNDROME, HEREDITARY MIXED, 1"
BMPR1A,C1864730,"Polyposis Syndrome, Hereditary Mixed, 2"
AKT1,C2713442,"Polyposis, Adenomatous Intestinal"
APC,C2713442,"Polyposis, Adenomatous Intestinal"
CD44,C2713442,"Polyposis, Adenomatous Intestinal"
CYP26A1,C2713442,"Polyposis, Adenomatous Intestinal"
EGFR,C2713442,"Polyposis, Adenomatous Intestinal"
F5,C2713442,"Polyposis, Adenomatous Intestinal"
FMO3,C2713442,"Polyposis, Adenomatous Intestinal"
ITIH4,C2713442,"Polyposis, Adenomatous Intestinal"
MCC,C2713442,"Polyposis, Adenomatous Intestinal"
MSH3,C2713442,"Polyposis, Adenomatous Intestinal"
MUTYH,C2713442,"Polyposis, Adenomatous Intestinal"
NTHL1,C2713442,"Polyposis, Adenomatous Intestinal"
PTGS2,C2713442,"Polyposis, Adenomatous Intestinal"
SOD2,C2713442,"Polyposis, Adenomatous Intestinal"
GREM1,C2713442,"Polyposis, Adenomatous Intestinal"
LRG1,C2713442,"Polyposis, Adenomatous Intestinal"
HIC1,C0032584,polyps
ACVR2B,C0265357,Polysplenia Syndrome
GDF1,C0265357,Polysplenia Syndrome
TDGF1,C0265357,Polysplenia Syndrome
LEFTY2,C0265357,Polysplenia Syndrome
MMP21,C0265357,Polysplenia Syndrome
GLI3,C0265553,Polysyndactyly
HOXD13,C0265553,Polysyndactyly
JAG2,C0265553,Polysyndactyly
LRP4,C0265553,Polysyndactyly
FZD4,C0265553,Polysyndactyly
NEDD4L,C0265553,Polysyndactyly
FAM92A,C0265553,Polysyndactyly
AVP,C0032617,Polyuria
LEP,C0032617,Polyuria
OXT,C0032617,Polyuria
PRKCA,C0032617,Polyuria
PTGES,C0032617,Polyuria
TAB2,C4509918,Polyvalvular heart disease syndrome
GAA,C3888925,Pompe's disease adult onset
IFNG,C0343528,Pontiac Fever
TLR5,C0343528,Pontiac Fever
CDK4,C0751889,Pontine Tumors
CDK6,C0751889,Pontine Tumors
CDKN2A,C0751889,Pontine Tumors
PPM1D,C0751889,Pontine Tumors
EXOSC9,C1843504,Pontocerebellar Hypoplasia Type 1
VRK1,C1843504,Pontocerebellar Hypoplasia Type 1
EXOSC8,C1843504,Pontocerebellar Hypoplasia Type 1
EXOSC3,C1843504,Pontocerebellar Hypoplasia Type 1
RARS2,C1843504,Pontocerebellar Hypoplasia Type 1
TSEN54,C1843504,Pontocerebellar Hypoplasia Type 1
SEPSECS,C2932714,Pontocerebellar Hypoplasia Type 2
TSEN34,C2932714,Pontocerebellar Hypoplasia Type 2
TSEN2,C2932714,Pontocerebellar Hypoplasia Type 2
TSEN15,C2932714,Pontocerebellar Hypoplasia Type 2
TSEN54,C1848526,Pontocerebellar Hypoplasia Type 2A
TSEN2,C2676466,Pontocerebellar Hypoplasia Type 2B
TSEN34,C2676465,Pontocerebellar Hypoplasia Type 2C
PCLO,C1842687,PONTOCEREBELLAR HYPOPLASIA TYPE 3 (disorder)
TSEN54,C1856974,PONTOCEREBELLAR HYPOPLASIA TYPE 4 (disorder)
RARS2,C1969084,Pontocerebellar Hypoplasia Type 6
CLP1,C4014347,"PONTOCEREBELLAR HYPOPLASIA, TYPE 10"
TBC1D23,C4540164,"PONTOCEREBELLAR HYPOPLASIA, TYPE 11"
COASY,C4748873,"PONTOCEREBELLAR HYPOPLASIA, TYPE 12"
EXOSC3,C3553449,"PONTOCEREBELLAR HYPOPLASIA, TYPE 1B"
EXOSC8,C4015160,"PONTOCEREBELLAR HYPOPLASIA, TYPE 1C"
EXOSC9,C4748058,"PONTOCEREBELLAR HYPOPLASIA, TYPE 1D"
SEPSECS,C3151140,"PONTOCEREBELLAR HYPOPLASIA, TYPE 2D"
VPS53,C4014488,"PONTOCEREBELLAR HYPOPLASIA, TYPE 2E"
TSEN15,C4310757,"PONTOCEREBELLAR HYPOPLASIA, TYPE 2F"
AMPD2,C4014354,"PONTOCEREBELLAR HYPOPLASIA, TYPE 9"
IRF6,C0265259,Popliteal pterygium syndrome
RIPK4,C1849718,"POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE"
COL4A1,C4082173,Porencephaly
COL4A2,C4082173,Porencephaly
COL4A2,C3280970,PORENCEPHALY 2
COL4A1,C1867983,"PORENCEPHALY, FAMILIAL"
COL4A2,C1867983,"PORENCEPHALY, FAMILIAL"
COL4A1,C4551998,"Porencephaly, Type 1, Autosomal Dominant"
COL4A2,C4551998,"Porencephaly, Type 1, Autosomal Dominant"
SART3,C0162839,Porokeratosis
MVD,C3553549,"POROKERATOSIS 7, MULTIPLE TYPES"
SLC17A9,C4015128,"POROKERATOSIS 8, DISSEMINATED SUPERFICIAL ACTINIC TYPE"
FDPS,C4225262,"POROKERATOSIS 9, MULTIPLE TYPES"
MVK,C0949506,Porokeratosis of Mibelli
PMVK,C0949506,Porokeratosis of Mibelli
FDPS,C0265970,"Porokeratosis, Disseminated Superficial Actinic"
MVD,C0265970,"Porokeratosis, Disseminated Superficial Actinic"
MVK,C0265970,"Porokeratosis, Disseminated Superficial Actinic"
SART3,C0265970,"Porokeratosis, Disseminated Superficial Actinic"
SSH1,C0265970,"Porokeratosis, Disseminated Superficial Actinic"
SLC17A9,C0265970,"Porokeratosis, Disseminated Superficial Actinic"
MVK,C1867981,"POROKERATOSIS, DISSEMINATED SUPERFICIAL ACTINIC, 1"
MVD,C0302319,"Porokeratosis, Linear"
PMVK,C0302319,"Porokeratosis, Linear"
GJB2,C0473579,Porokeratotic eccrine ostial and dermal duct nevus
ALAD,C0268328,Porphobilinogen synthase deficiency
CPOX,C0162566,Porphyria Cutanea Tarda
CYP1A2,C0162566,Porphyria Cutanea Tarda
HFE,C0162566,Porphyria Cutanea Tarda
UROD,C0162566,Porphyria Cutanea Tarda
GATA1,C0162530,"Porphyria, Erythropoietic"
UROS,C0162530,"Porphyria, Erythropoietic"
HFE,C2936913,"Porphyria, South African type"
PPOX,C2936913,"Porphyria, South African type"
ALAD,C0162533,"Porphyrias, Hepatic"
AVP,C0020541,Portal Hypertension
DGUOK,C0020541,Portal Hypertension
KCNN3,C0020541,Portal Hypertension
NOS3,C0020541,Portal Hypertension
VEGFA,C0020541,Portal Hypertension
DGUOK,C4310735,"PORTAL HYPERTENSION, NONCIRRHOTIC"
GNAQ,C0235752,Port-Wine Stain
RASA1,C0235752,Port-Wine Stain
GNA11,C1274879,Port-wine stain with oculocutaneous melanosis
GNAQ,C1274879,Port-wine stain with oculocutaneous melanosis
CSF3,C0752258,Position Sense Disorders
TTPA,C0752258,Position Sense Disorders
CCND2,C3887487,Postaxial polydactyly type A
GLI3,C3887487,Postaxial polydactyly type A
